"ID","Title","Created Date","Updated Date","Owner","entryRequirementCode","courseCode","universityCode","qualification","minimumRequirement","englishRequirement","notes"
"a78c5bec-ff6a-48a2-b567-aa8815d03403","Bachelor of Medicine & Bachelor of Surgery (MBBS) - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_NUMED_BACHELOR_OF_MEDICINE_AND_BACHELOR_OF_SURGERY","NUMED_BACHELOR_OF_MEDICINE_AND_BACHELOR_OF_SURGERY","NUMED","General",,,
"b0fb0dc3-c440-43e9-b12b-3b8631830c0e","MEng Aeronautics and Astronautics (2+2) - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","UOSM_MENG_AERONAUTICS_AND_ASTRONAUTICS","UOSM","General","A-Level: A*AA incl Mathematics and Physics (min grade A) (some routes require Physics Practical pass); STPM: AAA with A in Mathematics and Physics; UEC: AAAAA with A in Advanced Mathematics I & II and Physics + two other STEM subjects.","IELTS 6.5 overall, min 6.0 in all components (or Grade C in GCE O-Level 1119 / B3 UEC English / equivalent).","IB: 38 points overall (19 HL) incl HL Physics 6 + HL Mathematics (AA: 6 or AI: 7). Other international/equivalent qualifications considered."
"b457e8e4-e7ac-403a-b5fe-67c34a87e14c","Bachelor of Arts (Honours) Media, Culture and Communication - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_MDIS_BACHELOR_OF_ARTS_MEDIA_CULTURE_AND_COMMUNICATION","MDIS_BACHELOR_OF_ARTS_MEDIA_CULTURE_AND_COMMUNICATION","MDIS","General",,,
"b9e278bd-01be-4503-9174-b925904f125e","BSc (Honours) Biomedical Sciences - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_NUMED_BSC_BIOMEDICAL_SCIENCES","NUMED_BSC_BIOMEDICAL_SCIENCES","NUMED","General",,,
"bb953234-114d-451d-ab6d-202333084e0f","Diploma in Marketing - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_MDIS_DIPLOMA_IN_MARKETING","MDIS_DIPLOMA_IN_MARKETING","MDIS","General",,,
"c1a4c69d-bed8-42a0-985e-9045dd74231b","Diploma in Mass Communication - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_MDIS_DIPLOMA_IN_MASS_COMMUNICATION","MDIS_DIPLOMA_IN_MASS_COMMUNICATION","MDIS","General",,,
"c862217a-a734-4ad4-8f4a-cb19d32726b6","Diploma in Business Management - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_MDIS_DIPLOMA_IN_BUSINESS_MANAGEMENT","MDIS_DIPLOMA_IN_BUSINESS_MANAGEMENT","MDIS","General",,,
"e2a30f0c-fe87-4074-97cf-65aa74c51a97","BSc Economics and Actuarial Science - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","UOSM_BSC_ECONOMICS_AND_ACTUARIAL_SCIENCE","UOSM","General","A-Level: AAA (Maths A and Further Maths B) OR AAA with A in Maths; STPM: AAA with A in Maths; UEC: AAAAA with A in Maths OR AAAAB with A in Maths and B in Advanced Mathematics.","IELTS 6.5 overall, min 6.0 in all components (or Grade C in GCE O-Level 1119 / B3 UEC English / equivalent).","IB: 36 points overall (18 HL) incl 6 points from HL Mathematics (AA or AI). Other international/equivalent qualifications considered."
"e6845279-5a8a-4103-b396-98c9dc025430","MEng Mechanical Engineering (2+2) - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_UOSM_MENG_MECHANICAL_ENGINEERING","UOSM_MENG_MECHANICAL_ENGINEERING","UOSM","General","A-Level: A*AA incl Mathematics and Physics (min grade A) (some routes require Physics Practical pass); STPM: AAA with A in Mathematics and Physics; UEC: AAAAA with A in Advanced Mathematics I & II and Physics + two other STEM subjects.","IELTS 6.5 overall, min 6.0 in all components (or Grade C in GCE O-Level 1119 / B3 UEC English / equivalent).","IB: 38 points overall (19 HL) incl HL Physics 6 + HL Mathematics (AA: 6 or AI: 7). Other international/equivalent qualifications considered."
"ec684a2e-9a89-439b-a34b-27a2179b1de0","Diploma in Information Technology - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_MDIS_DIPLOMA_IN_INFORMATION_TECHNOLOGY","MDIS_DIPLOMA_IN_INFORMATION_TECHNOLOGY","MDIS","General",,,
"f68565cd-02e9-4427-9833-37e2190733a2","Bachelor of Laws (LL.B) - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_UORM_BACHELOR_OF_LAWS","UORM_BACHELOR_OF_LAWS","UORM","General",,,
"f9cf85e7-2cad-4463-8fcf-eb6d2a39e8b4","BSc Business Analytics - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_UOSM_BSC_BUSINESS_ANALYTICS","UOSM_BSC_BUSINESS_ANALYTICS","UOSM","General","A-Level: AAB incl Mathematics (min B); STPM: AAB incl Mathematics (min B), excluding General Studies; UEC: AAAAA incl Mathematics; IB: 34 points overall (17 HL) with Mathematics requirements.","IELTS 6.5 overall, min 6.0 in all components (or Grade C in GCE O-Level 1119 / B3 UEC English / equivalent).","Same academic requirements apply; other international/equivalent qualifications considered (contact counsellor/agent)."
"f9e6e6cd-c1da-4e3c-b68f-82afc8fadd78","BSc Marketing - General",2026-04-16T06:42:55Z,2026-04-16T06:42:55Z,"a0b69dfb-18af-4851-9408-58a5754755fc","ER_UOSM_BSC_MARKETING","UOSM_BSC_MARKETING","UOSM","General","A-Level: AAB incl Mathematics (min B); STPM: AAB incl Mathematics (min B), excluding General Studies; UEC: AAAAA incl Mathematics; IB: 34 points overall (17 HL) with Mathematics requirements.","IELTS 6.5 overall, min 6.0 in all components (or Grade C in GCE O-Level 1119 / B3 UEC English / equivalent).","Same academic requirements apply; other international/equivalent qualifications considered (contact counsellor/agent)."
